廣韻韻部順序&廣韻韻部原貌(調整前),小韻序,上字,下字,中古拼音(polyhedron 版),廣韻字頭(覈校後),小韻內字序
入16屑,3476,徒,結,det,㦅,35
入16屑,3477,他,結,thet,鐵,1
入16屑,3477,他,結,thet,銕,2
入16屑,3477,他,結,thet,僣,3
入16屑,3477,他,結,thet,餮,4
入16屑,3477,他,結,thet,飻,5
入16屑,3477,他,結,thet,蛈,6
入16屑,3477,他,結,thet,𢶋,7
入16屑,3477,他,結,thet,驖,8
入16屑,3478,胡,結,ghet,纈,1
入16屑,3478,胡,結,ghet,䦖,2
入16屑,3478,胡,結,ghet,擷,3
入16屑,3478,胡,結,ghet,𢴲,4
入16屑,3478,胡,結,ghet,頡,5
入16屑,3478,胡,結,ghet,頁,6
入16屑,3478,胡,結,ghet,齕,7
入16屑,3478,胡,結,ghet,紇,8
入16屑,3478,胡,結,ghet,襭,9
入16屑,3478,胡,結,ghet,絜,10
入16屑,3478,胡,結,ghet,𥊯,11
入16屑,3478,胡,結,ghet,𧀺,12
入16屑,3478,胡,結,ghet,𪕯,13
入16屑,3478,胡,結,ghet,翓,14
入16屑,3478,胡,結,ghet,䐼,15
入16屑,3478,胡,結,ghet,㹂,16
入16屑,3478,胡,結,ghet,奊,17
入16屑,3478,胡,結,ghet,籺,18
入16屑,3478,胡,結,ghet,𨵪,19
入16屑,3478,胡,結,ghet,𥢹,20
入16屑,3478,胡,結,ghet,覈,21
入16屑,3479,奴,結,net,涅,1
入16屑,3479,奴,結,net,捏,2
入16屑,3479,奴,結,net,𦯖,3
入16屑,3479,奴,結,net,㘿,4
入16屑,3479,奴,結,net,圼,5
入16屑,3479,奴,結,net,篞,6
入16屑,3479,奴,結,net,苶,7
入16屑,3479,奴,結,net,𥔄,8
入16屑,3479,奴,結,net,𤶚,9
入16屑,3479,奴,結,net,㖏,10
入16屑,3479,奴,結,net,𦛠,11
入16屑,3479,奴,結,net,菍,12
入16屑,3480,昨,結,zet,截,1
入16屑,3480,昨,結,zet,䟌,2
入16屑,3480,昨,結,zet,𡴺,3
入16屑,3480,昨,結,zet,嶻,4
入16屑,3480,昨,結,zet,蠞,5
入16屑,3480,昨,結,zet,䕙,6
入16屑,3480,昨,結,zet,𩟙,7
入16屑,3481,五,結,nget,齧,1
入16屑,3481,五,結,nget,霓,2
入16屑,3481,五,結,nget,蜺,3
入16屑,3481,五,結,nget,嵲,4
入16屑,3481,五,結,nget,槷,5
入16屑,3481,五,結,nget,臬,6
入16屑,3481,五,結,nget,嶭,7
入16屑,3481,五,結,nget,臲,8
入16屑,3481,五,結,nget,陧,9
入16屑,3481,五,結,nget,䘽,10
入16屑,3481,五,結,nget,𡴎,11
入16屑,3481,五,結,nget,闑,12
入16屑,3481,五,結,nget,𡿖,13
入16屑,3482,莫,結,met,蔑,1
入16屑,3482,莫,結,met,懱,2
入16屑,3482,莫,結,met,𧂝,3
入16屑,3482,莫,結,met,㩢,4
入16屑,3482,莫,結,met,蠛,5
入16屑,3482,莫,結,met,篾,6
入16屑,3482,莫,結,met,幭,7
入16屑,3482,莫,結,met,鱴,8
入16屑,3482,莫,結,met,𥾝,9
入16屑,3482,莫,結,met,衊,10
入16屑,3482,莫,結,met,䩏,11
入16屑,3482,莫,結,met,㒝,12
入16屑,3482,莫,結,met,𥉓,13
入16屑,3482,莫,結,met,𤊾,14
入16屑,3482,莫,結,met,覕,15
入16屑,3482,莫,結,met,𪇴,16
入16屑,3482,莫,結,met,𥣫,17
入16屑,3482,莫,結,met,鴓,18
入16屑,3482,莫,結,met,瀎,19
入16屑,3482,莫,結,met,𥸴,20
入16屑,3482,莫,結,met,𥌨,21
入16屑,3482,莫,結,met,粖,22
入16屑,3482,莫,結,met,𩱷,23
入16屑,3483,方,結,pet,㢼,1
入16屑,3483,方,結,pet,䋢,2
入16屑,3483,方,結,pet,閉,3
入16屑,3483,方,結,pet,𩋇,4
入16屑,3483,方,結,pet,𡘴,5
入16屑,3483,方,結,pet,䌘,6
入16屑,3483,方,結,pet,㭭,7
入16屑,3483,方,結,pet,䘷,8
入16屑,3483,方,結,pet,㔡,9
入16屑,3484,烏,結,qet,噎,1
入16屑,3484,烏,結,qet,䊦,2
入16屑,3484,烏,結,qet,㝣,3
入16屑,3484,烏,結,qet,蠮,4
入16屑,3484,烏,結,qet,𤝱,5
入16屑,3484,烏,結,qet,咽,6
入16屑,3485,苦,結,khet,猰,1
入16屑,3485,苦,結,khet,䫔,2
入16屑,3485,苦,結,khet,挈,3
入16屑,3485,苦,結,khet,㼤,4
入16屑,3485,苦,結,khet,𡔢,5
入16屑,3485,苦,結,khet,契,6
入16屑,3485,苦,結,khet,栔,7
入16屑,3485,苦,結,khet,鍥,8
入16屑,3485,苦,結,khet,蛪,9
入16屑,3486,虎,結,het,㚛,1
入16屑,3486,虎,結,het,䩤,2
入16屑,3486,虎,結,het,擷,3
入16屑,3486,虎,結,het,𢴲,4
入16屑,3486,虎,結,het,褉,5
入16屑,3486,虎,結,het,䙽,6
入16屑,3487,普,蔑,phet,撆,1
入16屑,3487,普,蔑,phet,丿,2
入16屑,3487,普,蔑,phet,𢠳,3
入16屑,3487,普,蔑,phet,瞥,4
入16屑,3487,普,蔑,phet,䭱,5
入16屑,3487,普,蔑,phet,䋢,6
入16屑,3487,普,蔑,phet,嫳,7
入16屑,3487,普,蔑,phet,䫾,8
入16屑,3487,普,蔑,phet,鐅,9
入16屑,3487,普,蔑,phet,暼,10
入16屑,3488,蒲,結,bet,蹩,1
入16屑,3488,蒲,結,bet,𢱧,2
入16屑,3488,蒲,結,bet,𩓝,3
入16屑,3488,蒲,結,bet,癟,4
入16屑,3488,蒲,結,bet,䭱,5
入16屑,3488,蒲,結,bet,咇,6
入16屑,3488,蒲,結,bet,苾,7
入16屑,3488,蒲,結,bet,馝,8
入16屑,3488,蒲,結,bet,䏟,9
入16屑,3488,蒲,結,bet,飶,10
入16屑,3488,蒲,結,bet,蛂,11
入16屑,3488,蒲,結,bet,柲,12
入16屑,3488,蒲,結,bet,𢛎,13
入16屑,3488,蒲,結,bet,襒,14
入16屑,3489,丁,結,tet,窒,1
入16屑,3489,丁,結,tet,𥉺,2
入16屑,3489,丁,結,tet,蛭,3
入16屑,3489,丁,結,tet,㗧,4
入16屑,3489,丁,結,tet,咥,5
入16屑,3489,丁,結,tet,𨴗,6
入16屑,3489,丁,結,tet,𡇓,7
入16屑,3490,練,結,let,𥸸,1
入16屑,3490,練,結,let,戾,2
入16屑,3490,練,結,let,捩,3
入16屑,3490,練,結,let,綟,4
入16屑,3490,練,結,let,唳,5
入16屑,3490,練,結,let,盭,6
入16屑,3490,練,結,let,夨,7
入17薛,3491,私,列,siet,薛,1
入17薛,3491,私,列,siet,𨫔,2
入17薛,3491,私,列,siet,紲,3
入17薛,3491,私,列,siet,緤,4
入17薛,3491,私,列,siet,褻,5
入17薛,3491,私,列,siet,辥,6
入17薛,3491,私,列,siet,泄,7
入17薛,3491,私,列,siet,渫,8
入17薛,3491,私,列,siet,禼,9
入17薛,3491,私,列,siet,𥝁,10
入17薛,3491,私,列,siet,媟,11
入17薛,3491,私,列,siet,齛,12
入17薛,3491,私,列,siet,䊝,13
入17薛,3491,私,列,siet,𣽒,14
入17薛,3491,私,列,siet,暬,15
入17薛,3491,私,列,siet,絬,16
入17薛,3491,私,列,siet,㡜,17
入17薛,3491,私,列,siet,疶,18
入17薛,3491,私,列,siet,㔎,19
入17薛,3492,良,辥,liet,列,1
入17薛,3492,良,辥,liet,𠛱,2
入17薛,3492,良,辥,liet,迾,3
入17薛,3492,良,辥,liet,蛚,4
入17薛,3492,良,辥,liet,鮤,5
入17薛,3492,良,辥,liet,烈,6
入17薛,3492,良,辥,liet,洌,7
入17薛,3492,良,辥,liet,冽,8
入17薛,3492,良,辥,liet,裂,9
入17薛,3492,良,辥,liet,茢,10
入17薛,3492,良,辥,liet,颲,11
入17薛,3492,良,辥,liet,鴷,12
入17薛,3492,良,辥,liet,栵,13
入17薛,3492,良,辥,liet,㤠,14
入17薛,3492,良,辥,liet,挒,15
入17薛,3492,良,辥,liet,𩢾,16
入17薛,3492,良,辥,liet,𡊻,17
入17薛,3492,良,辥,liet,𡿪,18
入17薛,3492,良,辥,liet,姴,19
入17薛,3492,良,辥,liet,䅀,20
入17薛,3493,陟,列,triet,哲,1
入17薛,3493,陟,列,triet,悊,2
入17薛,3493,陟,列,triet,喆,3
入17薛,3493,陟,列,triet,嚞,4
入17薛,3493,陟,列,triet,蜇,5
入17薛,3494,渠,列,giet,傑,1
入17薛,3494,渠,列,giet,桀,2
入17薛,3494,渠,列,giet,竭,3
入17薛,3494,渠,列,giet,碣,4
入17薛,3494,渠,列,giet,楬,5
入17薛,3494,渠,列,giet,榤,6
入17薛,3494,渠,列,giet,揭,7
入17薛,3494,渠,列,giet,渴,8
入17薛,3494,渠,列,giet,嵥,9
入17薛,3494,渠,列,giet,滐,10
入17薛,3494,渠,列,giet,櫭,11
入17薛,3494,渠,列,giet,偈,12
入17薛,3494,渠,列,giet,杰,13
入17薛,3494,渠,列,giet,搩,14
入17薛,3495,如,列,njet,熱,1
入17薛,3495,如,列,njet,苶,2
入17薛,3496,旨,熱,cjet,晢,1
入17薛,3496,旨,熱,cjet,晣,2
入17薛,3496,旨,熱,cjet,浙,3
入17薛,3496,旨,熱,cjet,折,4
入17薛,3496,旨,熱,cjet,靼,5
入17薛,3496,旨,熱,cjet,𩍕,6
入17薛,3496,旨,熱,cjet,䩢,7
入17薛,3496,旨,熱,cjet,䏳,8
入17薛,3496,旨,熱,cjet,䀸,9
入17薛,3497,食,列,zsjet,舌,1
入17薛,3497,食,列,zsjet,揲,2
入17薛,3497,食,列,zsjet,蛥,3
入17薛,3497,食,列,zsjet,鞨,4
入17薛,3498,常,列,zjet,折,1
入17薛,3499,魚,列,ngiet,孼,1
入17薛,3499,魚,列,ngiet,糱,2
入17薛,3499,魚,列,ngiet,讞,3
入17薛,3499,魚,列,ngiet,𤅊,4
入17薛,3499,魚,列,ngiet,蠥,5
入17薛,3499,魚,列,ngiet,㜸,6
入17薛,3499,魚,列,ngiet,闑,7
入17薛,3499,魚,列,ngiet,𡴎,8
入17薛,3499,魚,列,ngiet,钀,9
入17薛,3499,魚,列,ngiet,櫱,10
入17薛,3499,魚,列,ngiet,䶬,11
入17薛,3499,魚,列,ngiet,䡾,12
入17薛,3500,亡,列,mjet,滅,1
入17薛,3500,亡,列,mjet,搣,2
入17薛,3501,丘,竭,khiet,朅,1
入17薛,3501,丘,竭,khiet,揭,2
入17薛,3501,丘,竭,khiet,藒,3
入17薛,3501,丘,竭,khiet,愒,4
入17薛,3501,丘,竭,khiet,𡐤,5
入17薛,3502,并,列,pjet,鷩,1
入17薛,3502,并,列,pjet,鼈,2
入17薛,3502,并,列,pjet,虌,3
入17薛,3502,并,列,pjet,鄨,4
入17薛,3502,并,列,pjet,𡐞,5
入17薛,3502,并,列,pjet,憋,6
入17薛,3502,并,列,pjet,䳤,7
入17薛,3503,情,雪,zyet,絕,1
入17薛,3504,子,悅,cyet,蕝,1
入17薛,3504,子,悅,cyet,㔢,2
入17薛,3504,子,悅,cyet,𨼎,3
入17薛,3505,相,絕,syet,雪,1
入17薛,3505,相,絕,syet,䨮,2
入17薛,3505,相,絕,syet,㡜,3
入17薛,3505,相,絕,syet,㨹,4
入17薛,3506,丑,悅,thryet,𤿫,1
入17薛,3507,弋,雪,jyet,悅,1
入17薛,3507,弋,雪,jyet,說,2
入17薛,3507,弋,雪,jyet,閱,3
入17薛,3507,弋,雪,jyet,蛻,4
入17薛,3507,弋,雪,jyet,娧,5
入17薛,3507,弋,雪,jyet,𧀲,6
入17薛,3507,弋,雪,jyet,䓲,7
入17薛,3508,傾,雪,khjyet,缺,1
入17薛,3508,傾,雪,khjyet,蒛,2
入17薛,3509,乙,劣,qyet,噦,1
入17薛,3510,如,劣,njyet,爇,1
入17薛,3510,如,劣,njyet,焫,2
入17薛,3510,如,劣,njyet,蜹,3
入17薛,3510,如,劣,njyet,㨎,4
入17薛,3510,如,劣,njyet,㕯,5
入17薛,3511,失,爇,sjyet,說,1
入17薛,3512,職,悅,cjyet,拙,1
入17薛,3512,職,悅,cjyet,炪,2
入17薛,3512,職,悅,cjyet,䂐,3
入17薛,3512,職,悅,cjyet,梲,4
入17薛,3512,職,悅,cjyet,蝃,5
入17薛,3512,職,悅,cjyet,準,6
入17薛,3512,職,悅,cjyet,䫎,7
入17薛,3512,職,悅,cjyet,𠭴,8
入17薛,3512,職,悅,cjyet,䪼,9
入17薛,3512,職,悅,cjyet,𨡸,10
入17薛,3512,職,悅,cjyet,䖦,11
入17薛,3513,昌,悅,chjyet,歠,1
入17薛,3513,昌,悅,chjyet,啜,2
入17薛,3514,陟,劣,tryet,輟,1
入17薛,3514,陟,劣,tryet,畷,2
入17薛,3514,陟,劣,tryet,惙,3
入17薛,3514,陟,劣,tryet,餟,4
入17薛,3514,陟,劣,tryet,罬,5
入17薛,3514,陟,劣,tryet,剟,6
入17薛,3514,陟,劣,tryet,醊,7
入17薛,3514,陟,劣,tryet,啜,8
入17薛,3514,陟,劣,tryet,䟾,9
入17薛,3514,陟,劣,tryet,綴,10
入17薛,3514,陟,劣,tryet,掇,11
入17薛,3514,陟,劣,tryet,腏,12
入17薛,3514,陟,劣,tryet,𩋁,13
入17薛,3514,陟,劣,tryet,叕,14
入17薛,3514,陟,劣,tryet,𧖀,15
入17薛,3515,力,輟,lyet,劣,1
入17薛,3515,力,輟,lyet,𢚃,2
入17薛,3515,力,輟,lyet,埒,3
入17薛,3515,力,輟,lyet,䟹,4
入17薛,3515,力,輟,lyet,鋝,5
入17薛,3515,力,輟,lyet,脟,6
入17薛,3515,力,輟,lyet,㸹,7
入17薛,3515,力,輟,lyet,蛶,8
入17薛,3515,力,輟,lyet,㲕,9
入17薛,3515,力,輟,lyet,浖,10
入17薛,3515,力,輟,lyet,哷,11
入17薛,3515,力,輟,lyet,㭩,12
入17薛,3515,力,輟,lyet,𦓤,13
入17薛,3516,芳,滅,phjet,瞥,1
入17薛,3516,芳,滅,phjet,潎,2
入17薛,3516,芳,滅,phjet,憋,3
入17薛,3516,芳,滅,phjet,癟,4
入17薛,3517,皮,列,biet,別,1
入17薛,3517,皮,列,biet,𡷘,2
入17薛,3518,直,列,driet,轍,1
入17薛,3518,直,列,driet,徹,2
入17薛,3518,直,列,driet,撤,3
入17薛,3518,直,列,driet,澈,4
入17薛,3518,直,列,driet,㯙,5
入17薛,3519,方,別,piet,䇷,1
入17薛,3519,方,別,piet,𧧸,2
入17薛,3519,方,別,piet,莂,3
入17薛,3519,方,別,piet,扒,4
入17薛,3519,方,別,piet,別,5
入17薛,3520,所,劣,sryet,㕞,1
入17薛,3520,所,劣,sryet,刷,2
入17薛,3520,所,劣,sryet,𠴪,3
入17薛,3520,所,劣,sryet,𠻜,4
入17薛,3521,居,列,kjet,孑,1
入17薛,3521,居,列,kjet,訐,2
入17薛,3521,居,列,kjet,𨥂,3
入17薛,3521,居,列,kjet,趌,4
入17薛,3521,居,列,kjet,䅥,5
入17薛,3521,居,列,kjet,揭,6
入17薛,3522,識,列,sjet,設,1
入17薛,3522,識,列,sjet,蔎,2
入17薛,3523,女,劣,nryet,吶,1
入17薛,3524,許,劣,hjyet,𥄎,1
入17薛,3524,許,劣,hjyet,𩖶,2
入17薛,3524,許,劣,hjyet,𣧡,3
入17薛,3524,許,劣,hjyet,烕,4
入17薛,3524,許,劣,hjyet,𦐋,5
入17薛,3524,許,劣,hjyet,吷,6
入17薛,3525,於,悅,qjyet,妜,1
入17薛,3526,紀,劣,kyet,蹶,1
入17薛,3526,紀,劣,kyet,𧱝,2
入17薛,3526,紀,劣,kyet,𧣸,3
入17薛,3526,紀,劣,kyet,䞵,4
入17薛,3526,紀,劣,kyet,罬,5
入17薛,3527,側,劣,cryet,茁,1
入17薛,3527,側,劣,cryet,䵵,2
入17薛,3528,七,絕,chyet,膬,1
入17薛,3528,七,絕,chyet,絟,2
入17薛,3528,七,絕,chyet,𥕹,3
入17薛,3528,七,絕,chyet,敠,4
入17薛,3529,姊,列,ciet,𧕾,1
入17薛,3529,姊,列,ciet,䘁,2
入17薛,3529,姊,列,ciet,𪇲,3
入17薛,3529,姊,列,ciet,尐,4
入17薛,3529,姊,列,ciet,𢪍,5
入17薛,3529,姊,列,ciet,𣧖,6
入17薛,3529,姊,列,ciet,䰏,7
入17薛,3529,姊,列,ciet,𠯙,8
入17薛,3530,山,列,sriet,榝,1
入17薛,3531,於,列,qiet,焆,1
入17薛,3531,於,列,qiet,𠱝,2
入17薛,3532,丑,列,thriet,屮,1
入17薛,3532,丑,列,thriet,撤,2
入17薛,3532,丑,列,thriet,硩,3
入17薛,3532,丑,列,thriet,徹,4
入17薛,3532,丑,列,thriet,䚢,5
入17薛,3532,丑,列,thriet,聅,6
入17薛,3532,丑,列,thriet,䒆,7
入17薛,3533,許,列,hiet,娎,1
入17薛,3533,許,列,hiet,焎,2
入17薛,3534,殊,雪,zjyet,啜,1
入17薛,3535,廁,別,chryet,㔍,1
入17薛,3536,寺,絕,zsyet,㿱,1
入17薛,3536,寺,絕,zsyet,𧋍,2
入17薛,3537,昌,列,chjet,掣,1
入17薛,3537,昌,列,chjet,瘛,2
入17薛,3538,羊,列,jet,抴,1
入17薛,3539,士,列,zriet,𨵊,1
入18藥,3540,以,灼,jak,藥,1
入18藥,3540,以,灼,jak,躍,2
入18藥,3540,以,灼,jak,礿,3
入18藥,3540,以,灼,jak,禴,4
入18藥,3540,以,灼,jak,蘥,5
入18藥,3540,以,灼,jak,鑰,6
入18藥,3540,以,灼,jak,𩱲,7
入18藥,3540,以,灼,jak,瀹,8
入18藥,3540,以,灼,jak,𤅢,9
入18藥,3540,以,灼,jak,𤄶,10
入18藥,3540,以,灼,jak,爚,11
入18藥,3540,以,灼,jak,櫟,12
入18藥,3540,以,灼,jak,龠,13
入18藥,3540,以,灼,jak,䋤,14
入18藥,3540,以,灼,jak,𠩃,15
入18藥,3540,以,灼,jak,敫,16
入18藥,3540,以,灼,jak,籥,17
入18藥,3540,以,灼,jak,𢅹,18
入18藥,3540,以,灼,jak,𥌺,19
入18藥,3540,以,灼,jak,𧕋,20
入18藥,3540,以,灼,jak,纅,21
入18藥,3540,以,灼,jak,鸙,22
入18藥,3540,以,灼,jak,㜰,23
入18藥,3540,以,灼,jak,𤒀,24
入18藥,3540,以,灼,jak,䟑,25
入18藥,3540,以,灼,jak,㿑,26
入18藥,3540,以,灼,jak,𨷲,27
入18藥,3540,以,灼,jak,𧢢,28
入18藥,3540,以,灼,jak,䠯,29
入18藥,3540,以,灼,jak,𨈋,30
入18藥,3540,以,灼,jak,䖃,31
入18藥,3541,離,灼,liak,略,1
入18藥,3541,離,灼,liak,䌎,2
入18藥,3541,離,灼,liak,擽,3
入18藥,3541,離,灼,liak,掠,4
入18藥,3541,離,灼,liak,㗉,5
入18藥,3541,離,灼,liak,䂮,6
入18藥,3541,離,灼,liak,𧎾,7
入18藥,3541,離,灼,liak,䀩,8
入18藥,3541,離,灼,liak,䛚,9
入18藥,3542,居,勺,kiak,腳,1
入18藥,3542,居,勺,kiak,脚,2
入18藥,3542,居,勺,kiak,蹻,3
入18藥,3542,居,勺,kiak,卻,4
入18藥,3542,居,勺,kiak,屩,5
入18藥,3543,之,若,cjak,灼,1
入18藥,3543,之,若,cjak,斫,2
入18藥,3543,之,若,cjak,彴,3
入18藥,3543,之,若,cjak,㣿,4
入18藥,3543,之,若,cjak,勺,5
入18藥,3543,之,若,cjak,酌,6
入18藥,3543,之,若,cjak,繳,7
入18藥,3543,之,若,cjak,焯,8
入18藥,3543,之,若,cjak,䅵,9
入18藥,3543,之,若,cjak,妁,10
入18藥,3543,之,若,cjak,謶,11
入18藥,3543,之,若,cjak,𥯩,12
入18藥,3543,之,若,cjak,犳,13
入18藥,3543,之,若,cjak,䶂,14
入18藥,3543,之,若,cjak,𧘑,15
入18藥,3543,之,若,cjak,禚,16
入18藥,3544,書,藥,sjak,爍,1
入18藥,3544,書,藥,sjak,鑠,2
入18藥,3544,書,藥,sjak,獡,3
入18藥,3544,書,藥,sjak,㜰,4
入18藥,3544,書,藥,sjak,爚,5
入18藥,3544,書,藥,sjak,䁻,6
入18藥,3544,書,藥,sjak,䟏,7
入18藥,3545,而,灼,njak,若,1
入18藥,3545,而,灼,njak,弱,2
入18藥,3545,而,灼,njak,鄀,3
入18藥,3545,而,灼,njak,箬,4
入18藥,3545,而,灼,njak,蒻,5
入18藥,3545,而,灼,njak,楉,6
入18藥,3545,而,灼,njak,溺,7
入18藥,3545,而,灼,njak,䐞,8
入18藥,3545,而,灼,njak,惹,9
入18藥,3545,而,灼,njak,叒,10
入18藥,3545,而,灼,njak,𨀝,11
入18藥,3546,昌,約,chjak,綽,1
入18藥,3546,昌,約,chjak,繛,2
入18藥,3546,昌,約,chjak,婥,3
入18藥,3546,昌,約,chjak,磭,4
入18藥,3547,於,略,qiak,約,1
入18藥,3547,於,略,qiak,葯,2
入18藥,3548,去,約,khiak,卻,1
入18藥,3548,去,約,khiak,却,2
入18藥,3548,去,約,khiak,𨟠,3
入18藥,3548,去,約,khiak,𤷽,4
入18藥,3549,魚,約,ngiak,虐,1
入18藥,3549,魚,約,ngiak,磭,2
入18藥,3549,魚,約,ngiak,瘧,3
入18藥,3550,市,若,zjak,妁,1
入18藥,3550,市,若,zjak,勺,2
入18藥,3550,市,若,zjak,汋,3
入18藥,3550,市,若,zjak,杓,4
入18藥,3550,市,若,zjak,仢,5
入18藥,3550,市,若,zjak,芍,6
入18藥,3551,丑,略,thriak,㲋,1
入18藥,3551,丑,略,thriak,𤟭,2
入18藥,3551,丑,略,thriak,婼,3
入18藥,3551,丑,略,thriak,逴,4
入18藥,3551,丑,略,thriak,辵,5
入18藥,3551,丑,略,thriak,蠚,6
入18藥,3552,息,約,siak,削,1
入18藥,3553,側,略,criak,斮,1
入18藥,3554,即,略,ciak,爵,1
入18藥,3554,即,略,ciak,𩰥,2
入18藥,3554,即,略,ciak,雀,3
入18藥,3554,即,略,ciak,爝,4
入18藥,3554,即,略,ciak,燋,5
入18藥,3554,即,略,ciak,㩱,6
入18藥,3554,即,略,ciak,䶂,7
入18藥,3555,在,爵,ziak,皭,1
入18藥,3555,在,爵,ziak,嚼,2
入18藥,3555,在,爵,ziak,爝,3
入18藥,3556,七,雀,chiak,鵲,1
入18藥,3556,七,雀,chiak,舄,2
入18藥,3556,七,雀,chiak,趞,3
入18藥,3556,七,雀,chiak,㹱,4
入18藥,3556,七,雀,chiak,碏,5
入18藥,3556,七,雀,chiak,芍,6
入18藥,3556,七,雀,chiak,皵,7
入18藥,3556,七,雀,chiak,踖,8
入18藥,3556,七,雀,chiak,䇎,9
入18藥,3556,七,雀,chiak,䱜,10
入18藥,3557,其,虐,giak,噱,1
入18藥,3557,其,虐,giak,蹻,2
入18藥,3557,其,虐,giak,𠊬,3
入18藥,3557,其,虐,giak,𧍕,4
入18藥,3557,其,虐,giak,𧮫,5
入18藥,3557,其,虐,giak,𠶸,6
入18藥,3557,其,虐,giak,臄,7
入18藥,3557,其,虐,giak,醵,8
入18藥,3557,其,虐,giak,䐘,9
入18藥,3558,憂,縛,qyak,嬳,1
入18藥,3558,憂,縛,qyak,𡤬,2
入18藥,3558,憂,縛,qyak,彠,3
入18藥,3558,憂,縛,qyak,臒,4
入18藥,3559,符,钁,byak,縛,1
入18藥,3560,許,縛,hyak,䂄,1
入18藥,3560,許,縛,hyak,矆,2
入18藥,3560,許,縛,hyak,彏,3
入18藥,3560,許,縛,hyak,戄,4
入18藥,3561,王,縛,yak,籰,1
入18藥,3561,王,縛,yak,𧤽,2
入18藥,3561,王,縛,yak,𧅚,3
入18藥,3561,王,縛,yak,𥸘,4
入18藥,3561,王,縛,yak,䢲,5
入18藥,3562,居,縛,kyak,玃,1
入18藥,3562,居,縛,kyak,貜,2
入18藥,3562,居,縛,kyak,𧾵,3
入18藥,3562,居,縛,kyak,钁,4
入18藥,3562,居,縛,kyak,攫,5
入18藥,3562,居,縛,kyak,矍,6
入18藥,3562,居,縛,kyak,𡚠,7
入18藥,3562,居,縛,kyak,彏,8
入18藥,3562,居,縛,kyak,躩,9
入18藥,3562,居,縛,kyak,𪈴,10
入18藥,3562,居,縛,kyak,𨏹,11
入18藥,3563,張,略,triak,芍,1
入18藥,3563,張,略,triak,著,2
入18藥,3563,張,略,triak,𥗁,3
入18藥,3563,張,略,triak,櫡,4
入18藥,3563,張,略,triak,鐯,5
入18藥,3563,張,略,triak,𣃈,6
入18藥,3563,張,略,triak,擆,7
入18藥,3564,直,略,driak,著,1
入18藥,3565,丘,縛,khyak,躩,1
入18藥,3565,丘,縛,khyak,𢖦,2
入18藥,3566,具,籰,gyak,戄,1
入18藥,3566,具,籰,gyak,𧾵,2
入18藥,3566,具,籰,gyak,𡚠,3
入18藥,3566,具,籰,gyak,䣤,4
入18藥,3566,具,籰,gyak,貜,5
入18藥,3567,女,略,nriak,逽,1
入18藥,3567,女,略,nriak,𨵫,2
入18藥,3567,女,略,nriak,蹃,3
入18藥,3568,孚,縛,phyak,𩅿,1
入18藥,3569,虛,約,hiak,謔,1
入19鐸,3570,徒,落,dak,鐸,1
入19鐸,3570,徒,落,dak,剫,2
入19鐸,3570,徒,落,dak,度,3
入19鐸,3570,徒,落,dak,𢜬,4
入19鐸,3570,徒,落,dak,踱,5
入19鐸,3570,徒,落,dak,凙,6
入19鐸,3570,徒,落,dak,襗,7
入19鐸,3570,徒,落,dak,𩑒,8
入19鐸,3570,徒,落,dak,𧩧,9
入19鐸,3570,徒,落,dak,𩍜,10
入19鐸,3570,徒,落,dak,䐾,11
入19鐸,3570,徒,落,dak,㤞,12
入19鐸,3570,徒,落,dak,喥,13
入19鐸,3570,徒,落,dak,仛,14
入19鐸,3570,徒,落,dak,𨍏,15
入19鐸,3571,慕,各,mak,莫,1
入19鐸,3571,慕,各,mak,幕,2
入19鐸,3571,慕,各,mak,鄚,3
入19鐸,3571,慕,各,mak,膜,4
入19鐸,3571,慕,各,mak,鏌,5
入19鐸,3571,慕,各,mak,摸,6
入19鐸,3571,慕,各,mak,漠,7
入19鐸,3571,慕,各,mak,瘼,8
入19鐸,3571,慕,各,mak,寞,9
入19鐸,3571,慕,各,mak,瞙,10
入19鐸,3571,慕,各,mak,嗼,11
入19鐸,3571,慕,各,mak,塻,12
入19鐸,3571,慕,各,mak,𣩎,13
入19鐸,3571,慕,各,mak,𢊗,14
入19鐸,3571,慕,各,mak,𡈗,15
入19鐸,3571,慕,各,mak,𠢓,16
入19鐸,3572,盧,各,lak,落,1
入19鐸,3572,盧,各,lak,絡,2
入19鐸,3572,盧,各,lak,烙,3
入19鐸,3572,盧,各,lak,洛,4
入19鐸,3572,盧,各,lak,珞,5
入19鐸,3572,盧,各,lak,酪,6
入19鐸,3572,盧,各,lak,樂,7
入19鐸,3572,盧,各,lak,𩂣,8
入19鐸,3572,盧,各,lak,轢,9
入19鐸,3572,盧,各,lak,笿,10
入19鐸,3572,盧,各,lak,硌,11
入19鐸,3572,盧,各,lak,駱,12
入19鐸,3572,盧,各,lak,𤽼,13
入19鐸,3572,盧,各,lak,𩊚,14
入19鐸,3572,盧,各,lak,㓢,15
入19鐸,3572,盧,各,lak,鉻,16
入19鐸,3572,盧,各,lak,馲,17
入19鐸,3572,盧,各,lak,𩧐,18
入19鐸,3572,盧,各,lak,鮥,19
入19鐸,3572,盧,各,lak,䶅,20
入19鐸,3572,盧,各,lak,雒,21
入19鐸,3572,盧,各,lak,𣛗,22
入19鐸,3572,盧,各,lak,𧭥,23
入19鐸,3572,盧,各,lak,躒,24
